review_id,dex,family_anchor,family_line,source_id,base_pokemon,variant,source,group,kind,type1,type2,asset_state,suggested_mercury_classification,suggested_acquisition,locked_status,approval,notes
R0565,380,380,#0380 Latias,PR-0380,Latias,Platinum Redux Latias,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Dragon,Electric,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0566,382,382,#0382 Kyogre,PR-0382,Kyogre,Platinum Redux Kyogre,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Water,Electric,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0567,383,383,#0383 Groudon,PR-0383,Groudon,Platinum Redux Groudon,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ground,Fire,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0568,386,386,#0386 Deoxys,PR-0386,Deoxys,Platinum Redux Deoxys,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Psychic,Fighting,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0569,387,387,#0387 Turtwig → #0388 Grotle → #0389 Torterra,ER-1805,Turtwig,Turtwig Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Flying,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0570,388,387,#0387 Turtwig → #0388 Grotle → #0389 Torterra,ER-1806,Grotle,Grotle Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Flying,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0571,389,387,#0387 Turtwig → #0388 Grotle → #0389 Torterra,ER-1521,Torterra,Torterra Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Grass,Ground,4-view complete,LOCKED — existing Mercury choice,Already selected; implementation follows existing project plan,LOCKED KEEP,LOCKED KEEP,
R0572,389,387,#0387 Turtwig → #0388 Grotle → #0389 Torterra,ER-1807,Torterra,Torterra Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Flying,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0573,389,387,#0387 Turtwig → #0388 Grotle → #0389 Torterra,ER-1578,Torterra,Torterra Redux Mega,Elite Redux,06 Elite Redux - Redux Megas,Mega,Flying,Electric,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0574,389,387,#0387 Turtwig → #0388 Grotle → #0389 Torterra,CPF-0197,Torterra,Torterra — BlueTowel Alternate form (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Rock,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0575,390,390,#0390 Chimchar → #0391 Monferno → #0392 Infernape,ER-1808,Chimchar,Chimchar Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0576,391,390,#0390 Chimchar → #0391 Monferno → #0392 Infernape,ER-1809,Monferno,Monferno Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,Fighting,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0577,392,390,#0390 Chimchar → #0391 Monferno → #0392 Infernape,ER-1522,Infernape,Infernape Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fire,Fighting,4-view complete,LOCKED — existing Mercury choice,Already selected; implementation follows existing project plan,LOCKED KEEP,LOCKED KEEP,
R0578,392,390,#0390 Chimchar → #0391 Monferno → #0392 Infernape,ER-1810,Infernape,Infernape Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,Fighting,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0579,392,390,#0390 Chimchar → #0391 Monferno → #0392 Infernape,ER-1579,Infernape,Infernape Redux Mega,Elite Redux,06 Elite Redux - Redux Megas,Mega,Water,Fighting,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0580,392,390,#0390 Chimchar → #0391 Monferno → #0392 Infernape,CPF-0198,Infernape,Infernape — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,Fighting,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0581,393,393,#0393 Piplup → #0394 Prinplup → #0395 Empoleon,ER-1811,Piplup,Piplup Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fire,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0582,394,393,#0393 Piplup → #0394 Prinplup → #0395 Empoleon,ER-1812,Prinplup,Prinplup Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fire,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0583,395,393,#0393 Piplup → #0394 Prinplup → #0395 Empoleon,ER-1523,Empoleon,Empoleon Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Water,Steel,4-view complete,LOCKED — existing Mercury choice,Already selected; implementation follows existing project plan,LOCKED KEEP,LOCKED KEEP,
R0584,395,393,#0393 Piplup → #0394 Prinplup → #0395 Empoleon,ER-1813,Empoleon,Empoleon Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fire,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0585,395,393,#0393 Piplup → #0394 Prinplup → #0395 Empoleon,ER-1580,Empoleon,Empoleon Redux Mega,Elite Redux,06 Elite Redux - Redux Megas,Mega,Fire,Ice,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0586,395,393,#0393 Piplup → #0394 Prinplup → #0395 Empoleon,CPF-0199,Empoleon,Empoleon — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Ice,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0587,398,396,#0396 Starly → #0397 Staravia → #0398 Staraptor,PR-0398,Staraptor,Platinum Redux Staraptor,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Fighting,Flying,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0588,401,401,#0401 Kricketot → #0402 Kricketune,PR-0401,Kricketot,Platinum Redux Kricketot,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Rock,Poison,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0589,402,401,#0401 Kricketot → #0402 Kricketune,PR-0402,Kricketune,Platinum Redux Kricketune,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Electric,Grass,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0590,403,403,#0403 Shinx → #0404 Luxio → #0405 Luxray,ER-1861,Shinx,Shinx Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Grass,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0591,404,403,#0403 Shinx → #0404 Luxio → #0405 Luxray,ER-1862,Luxio,Luxio Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Grass,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0592,405,403,#0403 Shinx → #0404 Luxio → #0405 Luxray,ER-1863,Luxray,Luxray Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Grass,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0593,405,403,#0403 Shinx → #0404 Luxio → #0405 Luxray,ER-1537,Luxray,Luxray Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Electric,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0594,405,403,#0403 Shinx → #0404 Luxio → #0405 Luxray,ER-1864,Luxray,Luxray Redux Mega,Elite Redux,06 Elite Redux - Redux Megas,Mega,Grass,,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0595,405,403,#0403 Shinx → #0404 Luxio → #0405 Luxray,PR-0405,Luxray,Platinum Redux Luxray,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Electric,Dark,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0596,405,403,#0403 Shinx → #0404 Luxio → #0405 Luxray,CPF-0200,Luxray,Luxray — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Electric,Dark,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0597,408,408,#0408 Cranidos → #0409 Rampardos,CPF-0201,Cranidos,Cranidos — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Rock,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0598,409,408,#0408 Cranidos → #0409 Rampardos,BP-MEGA-014,Rampardos,Mega Rampardos,Banished Platinum / Original Megas,07 Banished Platinum - Original Megas,Mega,,,Front + back only,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0599,409,408,#0408 Cranidos → #0409 Rampardos,PR-0409,Rampardos,Platinum Redux Rampardos,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Rock,Dragon,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0600,409,408,#0408 Cranidos → #0409 Rampardos,CPF-0202,Rampardos,Rampardos — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Rock,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0601,410,410,#0410 Shieldon → #0411 Bastiodon,CPF-0203,Shieldon,Shieldon — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Steel,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0602,411,410,#0410 Shieldon → #0411 Bastiodon,BP-MEGA-001,Bastiodon,Mega Bastiodon,Banished Platinum / Original Megas,07 Banished Platinum - Original Megas,Mega,,,Front + back only,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0603,411,410,#0410 Shieldon → #0411 Bastiodon,PR-0411,Bastiodon,Platinum Redux Bastiodon,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Dragon,Steel,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0604,411,410,#0410 Shieldon → #0411 Bastiodon,CPF-0204,Bastiodon,Bastiodon — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Steel,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0605,412,412,#0412 Burmy → #0413 Wormadam,PR-0412,Burmy,Platinum Redux Burmy,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ice,Rock,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0606,413,412,#0412 Burmy → #0413 Wormadam,PR-0413,Wormadam,Platinum Redux Wormadam,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ice,Dragon,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0607,415,415,#0415 Combee → #0416 Vespiquen,CPF-0205,Combee,Combee — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Bug,Psychic,Front + back only,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0608,416,415,#0415 Combee → #0416 Vespiquen,CPF-0206,Vespiquen,Vespiquen — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Bug,Psychic,Front + back only,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0609,417,417,#0417 Pachirisu,PR-0417,Pachirisu,Platinum Redux Pachirisu,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Flying,,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0610,417,417,#0417 Pachirisu,CPF-0207,Pachirisu,Pachirisu — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Electric,Grass,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0611,418,418,#0418 Buizel → #0419 Floatzel,ER-1736,Buizel,Buizel Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Flying,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0612,418,418,#0418 Buizel → #0419 Floatzel,PR-0418,Buizel,Platinum Redux Buizel,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Flying,,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0613,419,418,#0418 Buizel → #0419 Floatzel,ER-1737,Floatzel,Floatzel Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Flying,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0614,419,418,#0418 Buizel → #0419 Floatzel,PR-0419,Floatzel,Platinum Redux Floatzel,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Flying,Steel,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0615,420,420,#0420 Cherubi → #0421 Cherrim,PR-0420,Cherubi,Platinum Redux Cherubi,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Normal,Flying,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0616,421,420,#0420 Cherubi → #0421 Cherrim,PR-0421,Cherrim,Platinum Redux Cherrim,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Fire,Flying,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0617,422,422,#0422 Shellos → #0423 Gastrodon,PR-0422,Shellos,Platinum Redux Shellos,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Fire,Flying,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0618,423,422,#0422 Shellos → #0423 Gastrodon,PR-0423,Gastrodon,Platinum Redux Gastrodon,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Bug,Rock,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0619,425,425,#0425 Drifloon → #0426 Drifblim,MR-DELTA-DRIFLOON,Drifloon,Delta Drifloon,Mercury Redux Custom,Mercury — Locked Custom Forms,Delta Form,,,GBA project pack,LOCKED — existing Mercury choice,Already selected; implementation follows existing project plan,LOCKED KEEP,LOCKED KEEP,
R0620,426,425,#0425 Drifloon → #0426 Drifblim,MR-DELTA-DRIFBLIM,Drifblim,Delta Drifblim,Mercury Redux Custom,Mercury — Locked Custom Forms,Delta Form,,,GBA project pack,LOCKED — existing Mercury choice,Already selected; implementation follows existing project plan,LOCKED KEEP,LOCKED KEEP,
R0621,427,427,#0427 Buneary → #0428 Lopunny,CPF-0208,Buneary,Buneary — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ice,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0622,428,427,#0427 Buneary → #0428 Lopunny,PR-0428,Lopunny,Platinum Redux Lopunny,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Normal,Fighting,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0623,428,427,#0427 Buneary → #0428 Lopunny,CPF-0210,Lopunny,Lopunny — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ice,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0624,428,427,#0427 Buneary → #0428 Lopunny,CPF-0209,Lopunny,Lopunny — BlueTowel Alternate forms (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Normal,Fighting,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0625,428,427,#0427 Buneary → #0428 Lopunny,CPF-0211,Lopunny,Lopunny — Alternate Mega (Form 3),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Ice,Fighting,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0626,431,431,#0431 Glameow → #0432 Purugly,PR-0431,Glameow,Platinum Redux Glameow,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Bug,,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0627,431,431,#0431 Glameow → #0432 Purugly,CPF-0219,Glameow,Glameow — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Normal,Ground,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0628,432,431,#0431 Glameow → #0432 Purugly,MR-MEGA-PURUGLY,Purugly,Mega Purugly,Mercury Redux Custom,Mercury — Locked Custom Forms,Mega,,,GBA project pack,LOCKED — existing Mercury choice,Already selected; implementation follows existing project plan,LOCKED KEEP,LOCKED KEEP,
R0629,432,431,#0431 Glameow → #0432 Purugly,PR-0432,Purugly,Platinum Redux Purugly,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Bug,Electric,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0630,432,431,#0431 Glameow → #0432 Purugly,CPF-0220,Purugly,Purugly — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Normal,Ground,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0631,435,434,#0434 Stunky → #0435 Skuntank,MR-MEGA-SKUNTANK,Skuntank,Mega Skuntank,Mercury Redux Custom,Mercury — Locked Custom Forms,Mega,,,GBA project pack,LOCKED — existing Mercury choice,Already selected; implementation follows existing project plan,LOCKED KEEP,LOCKED KEEP,
R0632,435,434,#0434 Stunky → #0435 Skuntank,PR-0435,Skuntank,Platinum Redux Skuntank,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Poison,Normal,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0633,437,436,#0436 Bronzor → #0437 Bronzong,MR-MEGA-BRONZONG,Bronzong,Mega Bronzong,Mercury Redux Custom,Mercury — Locked Custom Forms,Mega,,,GBA project pack,LOCKED — existing Mercury choice,Already selected; implementation follows existing project plan,LOCKED KEEP,LOCKED KEEP,
R0634,437,436,#0436 Bronzor → #0437 Bronzong,PR-0437,Bronzong,Platinum Redux Bronzong,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Steel,Poison,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0635,441,441,#0441 Chatot,PR-0441,Chatot,Platinum Redux Chatot,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ghost,Ice,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0636,442,442,#0442 Spiritomb,BP-MEGA-022,Spiritomb,Mega Spiritomb,Banished Platinum / Original Megas,07 Banished Platinum - Original Megas,Mega,,,Front + back only,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0637,442,442,#0442 Spiritomb,ER-1843,Spiritomb,Spiritomb Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Ghost,Poison,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0638,442,442,#0442 Spiritomb,CPF-0212,Spiritomb,Spiritomb — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ghost,Rock,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0639,443,443,#0443 Gible → #0444 Gabite → #0445 Garchomp,ER-1753,Gible,Gible Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,Ghost,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0640,443,443,#0443 Gible → #0444 Gabite → #0445 Garchomp,CPF-0213,Gible,Gible — BlueTowel Alternate forms (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Water,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0641,444,443,#0443 Gible → #0444 Gabite → #0445 Garchomp,ER-1754,Gabite,Gabite Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,Ghost,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0642,444,443,#0443 Gible → #0444 Gabite → #0445 Garchomp,CPF-0214,Gabite,Gabite — BlueTowel Alternate forms (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Water,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0643,445,443,#0443 Gible → #0444 Gabite → #0445 Garchomp,ER-1755,Garchomp,Garchomp Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,Ghost,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0644,445,443,#0443 Gible → #0444 Gabite → #0445 Garchomp,ER-1555,Garchomp,Garchomp Mega Redux,Elite Redux,06 Elite Redux - Redux Megas,Mega,Water,Ghost,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0645,445,443,#0443 Gible → #0444 Gabite → #0445 Garchomp,CPF-0216,Garchomp,Garchomp — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Water,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0646,445,443,#0443 Gible → #0444 Gabite → #0445 Garchomp,CPF-0215,Garchomp,Garchomp — BlueTowel Alternate forms (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Ground,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0647,445,443,#0443 Gible → #0444 Gabite → #0445 Garchomp,CPF-0217,Garchomp,Garchomp — Alternate Mega (Form 3),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Dragon,Water,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0648,450,449,#0449 Hippopotas → #0450 Hippowdon,MR-MEGA-HIPPOWDON,Hippowdon,Mega Hippowdon,Mercury Redux Custom,Mercury — Locked Custom Forms,Mega,,,GBA project pack,LOCKED — existing Mercury choice,Already selected; implementation follows existing project plan,LOCKED KEEP,LOCKED KEEP,
R0649,450,449,#0449 Hippopotas → #0450 Hippowdon,PR-0450,Hippowdon,Platinum Redux Hippowdon,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ground,Dark,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0650,451,451,#0451 Skorupi → #0452 Drapion,CPF-0221,Skorupi,Skorupi — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Poison,Bug,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0651,451,451,#0451 Skorupi → #0452 Drapion,CPF-0222,Skorupi,Skorupi — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Poison,Bug,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0652,452,451,#0451 Skorupi → #0452 Drapion,MR-MEGA-DRAPION,Drapion,Mega Drapion,Mercury Redux Custom,Mercury — Locked Custom Forms,Mega,,,GBA project pack,LOCKED — existing Mercury choice,Already selected; implementation follows existing project plan,LOCKED KEEP,LOCKED KEEP,
R0653,452,451,#0451 Skorupi → #0452 Drapion,CPF-0223,Drapion,Drapion — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dark,Bug,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0654,455,455,#0455 Carnivine,PR-0455,Carnivine,Platinum Redux Carnivine,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Dark,Ice,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0655,455,455,#0455 Carnivine,CPF-0225,Carnivine,Carnivine — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Steel,Dark,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
